,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Lable
421,105250,33.75,2.49,21.25,0.43,16.5,4.5,cycling
422,105500,36.25,3.63,21.25,2.28,14.0,2.74,cycling
423,105750,34.25,3.7,10.67,6.94,18.67,1.7,cycling
424,106000,41.0,1.41,13.0,2.45,17.0,2.83,cycling
425,106250,42.0,1.9,12.0,4.9,17.6,2.33,cycling
426,106500,37.33,1.25,13.25,2.59,21.33,1.25,cycling
427,106750,32.67,0.47,18.67,0.47,18.25,1.79,cycling
428,107000,34.0,4.12,18.0,1.73,11.25,5.97,cycling
429,107250,34.5,4.27,14.0,4.85,13.75,2.77,cycling
430,107500,39.75,0.43,15.67,1.7,16.75,1.09,cycling
431,107750,41.0,1.22,16.0,1.63,17.33,3.3,cycling
432,108000,34.25,3.42,15.33,4.5,18.0,2.45,cycling
433,108250,33.0,0.0,21.5,0.5,12.67,6.34,cycling
434,108500,35.0,6.04,17.33,2.62,16.75,0.83,cycling
435,108750,37.25,1.3,12.67,0.94,18.0,4.3,cycling
436,109000,40.5,1.12,11.33,1.7,20.5,0.87,cycling
437,109250,42.25,0.43,15.5,2.29,17.25,3.77,cycling
438,109500,35.75,2.77,18.5,2.5,21.25,1.64,cycling
439,109750,33.75,1.3,20.25,0.83,13.33,2.87,cycling
440,110000,35.25,5.76,16.0,4.58,16.25,0.83,cycling
441,110250,35.67,2.05,10.67,4.64,18.0,3.0,cycling
442,110500,42.0,2.12,11.0,1.22,19.75,1.3,cycling
443,110750,39.5,5.68,13.25,3.96,17.75,3.34,cycling
444,111000,33.0,0.0,18.25,3.9,19.0,2.74,cycling
445,111250,32.67,0.47,15.5,3.5,15.33,0.47,cycling
446,111500,36.67,2.87,18.0,3.0,14.67,2.05,cycling
447,111750,37.75,4.6,13.5,5.72,15.0,3.24,cycling
448,112000,41.5,1.5,12.0,4.69,18.75,0.83,cycling
449,112250,41.75,2.49,13.0,3.56,19.0,2.12,cycling
450,112500,36.0,2.12,20.33,0.94,19.75,1.79,cycling
451,112750,33.5,1.5,16.5,2.69,13.75,1.09,cycling
452,113000,31.0,7.79,19.0,1.63,18.25,1.92,cycling
453,113250,36.75,1.3,17.5,0.5,14.0,2.16,cycling
454,113500,40.25,1.3,6.67,1.89,20.33,0.47,cycling
455,113750,43.33,1.25,10.75,4.6,18.33,3.77,cycling
456,114000,44.0,1.41,14.33,0.47,17.75,3.42,cycling
457,114250,38.25,3.34,15.25,2.49,14.0,6.44,cycling
458,114500,34.25,1.79,17.0,3.24,14.75,4.97,cycling
459,114750,32.5,2.06,14.75,4.21,12.75,2.86,cycling
460,115000,33.0,6.04,14.0,4.06,15.5,3.2,cycling
461,115250,39.33,0.47,13.67,4.19,18.0,0.0,cycling
462,115500,41.5,0.5,15.0,2.45,18.0,0.0,cycling
463,115750,38.0,2.45,11.25,4.38,15.0,0.0,cycling
464,116000,34.5,2.06,21.5,2.29,15.25,7.4,cycling
465,116250,33.0,2.45,16.67,4.03,18.0,0.0,cycling
466,116500,34.5,3.2,12.75,4.32,15.0,3.94,cycling
467,116750,38.67,0.47,14.33,3.3,18.75,1.3,cycling
468,117000,41.75,1.79,11.0,1.58,20.5,3.04,cycling
469,117250,41.25,3.27,14.0,3.08,17.25,3.49,cycling
470,117500,34.5,1.5,19.75,3.96,19.75,5.17,cycling
471,117750,34.0,1.41,22.5,0.5,13.0,1.41,cycling
472,118000,33.67,1.7,19.67,2.36,13.0,2.92,cycling
473,118250,31.67,5.19,18.0,0.0,18.5,1.8,cycling
474,118500,40.25,1.3,12.67,1.7,20.5,0.5,cycling
475,118750,41.75,1.79,11.0,6.0,16.67,2.49,cycling
476,119000,36.33,0.47,16.0,3.16,20.33,1.7,cycling
477,119250,31.5,1.5,21.0,0.0,12.25,7.12,cycling
478,119500,34.25,6.38,12.67,2.49,15.25,4.21,cycling
