,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Lable
421,105250,37.0,1.41,25.5,1.5,24.0,8.49,cycling
422,105500,26.5,4.5,20.5,4.5,17.0,2.45,cycling
423,105750,35.33,8.06,23.0,2.45,20.5,2.29,cycling
424,106000,33.0,7.58,16.33,4.19,13.0,5.1,cycling
425,106250,41.25,1.09,19.67,1.89,23.0,1.63,cycling
426,106500,42.0,0.71,17.33,2.05,16.75,3.63,cycling
427,106750,35.5,3.57,19.25,1.64,21.25,1.64,cycling
428,107000,32.75,2.17,23.75,0.43,21.75,1.92,cycling
429,107250,34.5,3.35,18.75,3.49,15.33,5.31,cycling
430,107500,30.0,6.96,15.67,3.68,16.67,3.3,cycling
431,107750,37.25,0.83,19.0,5.1,20.5,2.87,cycling
432,108000,40.5,1.5,16.75,1.3,19.25,2.77,cycling
433,108250,40.0,2.45,16.0,5.79,22.0,2.0,cycling
434,108500,34.5,3.35,28.33,1.25,22.67,3.86,cycling
435,108750,34.0,2.83,26.33,2.49,19.0,1.58,cycling
436,109000,32.0,4.55,20.0,1.73,20.0,2.16,cycling
437,109250,38.2,1.94,19.75,5.31,19.2,6.21,cycling
438,109500,42.0,0.0,14.25,2.59,25.67,1.25,cycling
439,109750,42.33,0.94,13.33,3.4,16.75,1.3,cycling
440,110000,38.0,1.41,11.5,0.5,17.67,11.15,cycling
441,110250,35.0,3.67,28.33,1.25,23.0,4.97,cycling
442,110500,37.25,4.02,24.75,2.28,14.75,3.56,cycling
443,110750,35.0,1.41,20.67,2.49,17.5,5.5,cycling
444,111000,37.75,0.83,17.67,6.94,20.83,4.22,cycling
445,111250,41.5,1.12,11.5,4.61,17.33,6.02,cycling
446,111500,38.5,2.29,12.0,3.0,22.33,3.09,cycling
447,111750,34.5,3.35,26.5,1.5,23.25,5.12,cycling
448,112000,32.0,2.45,25.25,1.79,19.75,1.64,cycling
449,112250,37.0,1.41,19.5,3.77,18.0,2.45,cycling
450,112500,32.0,6.82,13.67,7.54,15.0,2.45,cycling
451,112750,40.5,1.66,13.5,5.17,21.0,0.0,cycling
452,113000,43.5,1.5,19.33,1.7,13.0,1.41,cycling
453,113250,33.33,3.77,21.0,5.1,22.5,3.35,cycling
454,113500,32.5,2.87,27.5,0.5,18.75,3.27,cycling
455,113750,32.75,4.71,20.0,3.67,17.25,3.27,cycling
456,114000,28.5,9.63,19.25,1.3,21.25,1.92,cycling
457,114250,36.5,2.29,18.67,3.3,20.67,0.47,cycling
458,114500,41.0,0.82,9.5,1.8,20.0,5.66,cycling
459,114750,40.0,4.0,10.5,4.39,19.0,4.85,cycling
460,115000,33.0,4.24,21.75,4.97,26.67,0.47,cycling
461,115250,30.0,0.0,25.5,1.5,18.0,2.45,cycling
462,115500,38.0,2.45,21.25,3.83,16.75,1.92,cycling
463,115750,33.75,4.44,13.5,6.8,14.5,4.5,cycling
464,116000,37.0,1.0,17.5,2.5,22.0,1.87,cycling
465,116250,38.0,1.0,12.5,2.5,20.0,3.74,cycling
466,116500,38.75,3.49,14.5,3.35,23.67,2.05,cycling
467,116750,33.0,3.27,22.5,4.39,26.5,3.91,cycling
468,117000,32.25,2.28,23.0,1.41,14.0,4.53,cycling
469,117250,37.0,2.74,21.0,6.52,15.25,3.34,cycling
470,117500,38.0,1.22,12.33,8.38,20.0,1.41,cycling
471,117750,40.5,1.5,15.2,5.04,18.2,3.66,cycling
472,118000,39.0,2.45,11.5,0.5,23.0,2.16,cycling
473,118250,33.75,4.44,18.0,4.9,24.0,3.27,cycling
474,118500,31.5,4.72,20.75,5.63,17.25,2.86,cycling
475,118750,35.0,3.0,21.5,2.5,15.75,7.76,cycling
476,119000,40.25,2.49,19.75,3.27,21.5,2.29,cycling
477,119250,41.5,0.87,12.75,4.44,17.75,2.38,cycling
478,119500,33.33,6.18,15.5,3.77,17.0,4.32,cycling
