,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Lable
421,105250,36.5,0.87,20.25,1.48,17.25,4.49,sitting
422,105500,37.0,0.82,16.25,2.49,15.0,2.94,sitting
423,105750,35.0,1.41,20.33,0.47,18.0,0.0,sitting
424,106000,33.5,2.06,19.25,1.3,17.5,0.87,sitting
425,106250,36.5,1.5,18.25,0.83,17.5,0.5,sitting
426,106500,34.5,1.5,17.0,0.0,18.0,0.0,sitting
427,106750,36.0,0.0,9.75,3.56,16.0,1.58,sitting
428,107000,36.0,0.0,8.33,1.7,12.75,1.3,sitting
429,107250,36.0,0.0,5.33,2.87,14.5,0.87,sitting
430,107500,36.0,0.0,3.0,0.82,13.25,1.3,sitting
431,107750,36.0,0.0,5.0,3.27,12.67,0.94,sitting
432,108000,36.0,0.0,11.75,0.43,13.33,1.25,sitting
433,108250,36.0,0.0,11.0,1.22,13.0,0.82,sitting
434,108500,36.75,1.47,8.0,1.0,16.6,1.36,sitting
435,108750,41.0,0.82,11.25,2.05,19.0,0.82,sitting
436,109000,40.5,1.5,15.0,0.0,20.0,0.71,sitting
437,109250,36.0,0.0,13.0,1.0,19.0,1.0,sitting
438,109500,35.0,1.41,12.33,0.94,19.0,0.0,sitting
439,109750,34.5,1.5,11.75,0.43,18.75,0.83,sitting
440,110000,36.0,0.0,11.0,0.0,18.25,0.43,sitting
441,110250,35.25,1.3,11.33,0.94,18.75,0.43,sitting
442,110500,36.0,0.0,12.75,0.43,19.25,0.83,sitting
443,110750,36.0,0.0,12.33,0.47,18.0,0.0,sitting
444,111000,36.0,0.0,12.75,0.83,17.75,0.43,sitting
445,111250,35.25,1.3,15.0,0.71,17.25,0.83,sitting
446,111500,36.0,0.0,18.0,1.22,17.75,1.09,sitting
447,111750,37.5,1.12,12.67,2.62,16.0,0.0,sitting
448,112000,37.75,0.83,16.75,2.95,10.67,4.78,sitting
449,112250,37.25,1.3,16.5,1.5,13.75,0.83,sitting
450,112500,37.33,0.94,11.33,3.3,19.0,1.41,sitting
451,112750,36.67,0.94,19.33,1.25,24.25,2.17,sitting
452,113000,36.5,0.5,22.5,0.87,28.0,0.71,sitting
453,113250,36.5,0.5,22.0,1.0,28.0,0.71,sitting
454,113500,36.5,0.5,19.0,1.22,26.0,1.22,sitting
455,113750,36.33,0.47,18.67,0.47,24.75,0.83,sitting
456,114000,36.5,0.5,18.0,0.0,24.75,0.83,sitting
457,114250,36.75,0.83,18.0,0.0,24.75,0.83,sitting
458,114500,37.25,0.83,17.0,1.22,24.25,0.43,sitting
459,114750,38.5,0.87,15.5,0.87,20.5,3.28,sitting
460,115000,42.0,0.71,17.67,0.47,11.0,1.0,sitting
461,115250,44.0,0.82,18.0,0.0,21.0,0.82,sitting
462,115500,44.75,0.43,20.75,0.43,12.0,5.79,sitting
463,115750,44.33,0.94,20.67,0.47,9.5,3.35,sitting
464,116000,43.5,0.5,18.5,0.5,15.75,0.83,sitting
465,116250,44.5,0.5,18.25,0.43,16.75,0.83,sitting
466,116500,43.5,0.5,18.0,0.0,17.75,0.43,sitting
467,116750,43.5,0.5,18.75,0.83,17.0,0.71,sitting
468,117000,43.75,0.43,20.67,0.47,15.67,0.94,sitting
469,117250,43.75,0.43,21.0,0.0,16.5,0.5,sitting
470,117500,44.0,0.0,21.0,0.0,16.67,0.47,sitting
471,117750,44.0,0.0,21.0,0.0,16.5,0.5,sitting
472,118000,44.0,0.0,21.0,0.0,17.67,0.47,sitting
473,118250,44.0,0.82,21.0,0.0,18.0,0.0,sitting
474,118500,43.75,0.43,20.75,0.43,18.0,0.0,sitting
475,118750,44.25,0.83,20.0,0.0,18.0,0.0,sitting
476,119000,44.25,0.43,20.0,0.0,17.75,0.43,sitting
477,119250,44.25,0.43,19.0,1.0,17.75,0.43,sitting
478,119500,44.75,0.43,17.0,0.71,15.0,1.0,sitting
479,119750,48.0,2.12,22.25,1.92,10.75,2.28,sitting
